blockNumber,blockHash,timeStamp,hash,nonce,transactionIndex,from,to,value,gas,gasPrice,gasUsed,methodId,functionName
20500998,0x8854554067829d92b496057d040735022ea223b6bc1d1964b2309420e05b690e,2025-08-13 17:32:45.384335,0x954ed00d74ec0a69a72aa7b3340287cd6ba7a9f95f58aab17e2ef38189047c94,129,56,0x0c0435519ac226010638a61fd1d1bc652b5434de,0xe592427a0aece92de3edee1f18e0157c05861564,928617718599062081,174761,760017305632017901,71545,0xc04b8d59,exactInputSingle
20099393,0x46436395f34acb2d777b5964191b151c8ca8a81659c7c1743e8c22ca3a5cb103,2025-08-13 17:26:10.255841,0x934af7fccb5050ce3b70a898c4ecbe0c7cf6c9d5d03a20ec181423ea8ac6b5e8,256,57,0x3708f5c9533557b1633c7a255ed385348488aeae,0xe592427a0aece92de3edee1f18e0157c05861564,841667596280640240,445699,378879700496299618,236242,0x5ae401dc,multicall
20700822,0x8d952755360d397e968bc015dbd5351151a7705d872c8edafe69b01eeb7f8a5b,2025-08-13 17:28:59.171138,0x0b51f7e832731068da53a6abd9f9e283832bcabb87ca1c57c5f44bf8f9782992,274,194,0x81463b0f960f247f704377661ec81c1fd65b5128,0xe592427a0aece92de3edee1f18e0157c05861564,486557033688212355,296487,167428411837337568,201877,0xc04b8d59,exactInputSingle
20980024,0x6aab6cf4d04f77f940728d54daa39095a0e3448600c42ee140c8474769b14581,2025-08-13 17:31:45.513879,0x42140dd1bfac287e1dd282da7d27fc970fd90ee97a23ca641b267e7e84308e13,648,12,0xd3f72b3e91c8124dfc1b4273e93594bb00c9be6f,0xe592427a0aece92de3edee1f18e0157c05861564,210030562180760797,107508,731679330101588978,58942,0x414bf389,exactInput
20169748,0x83bdb70e6d684e6601e91bcc4c8abd25d8b7bf5d7a8877fe1c8331bb7e27cd18,2025-08-13 17:22:55.433008,0xc3fc131c919b18e7c70b1852fd6fe4ae3ba837506ac0745d4ef41da980f5a1da,879,88,0xf3fe03cd60d1f138ebc106ce9575475100ebfc9a,0xe592427a0aece92de3edee1f18e0157c05861564,467690514737756669,337032,247689265985375229,168801,0xc04b8d59,exactInputSingle
20275570,0xd2b06510c094313605b839c7ef1df249e5ff4b77a4495b0845e8a86c75d8b941,2025-08-13 17:24:11.829773,0x798cd4eae14d01aac9f6d5765e1ebc7f6cca46392d42e2c027b47abcdd5cdd16,787,131,0xfd0b31d2e955fa55e3fa641fe90e08b677188d35,0xe592427a0aece92de3edee1f18e0157c05861564,214811646386545583,233842,930394393857585986,278581,0x5ae401dc,multicall
20809508,0x17d01ea30fc11c15b0aafbe66430684462fbd9c740a6aeda49b854515a5fa4a2,2025-08-13 17:30:44.538611,0x0328ba84d6d54f312b0cfa5ee777c764012b0cca000dc1cbd6b7227f9890c324,351,195,0x196f75367a9286e039c6cfeba5b8686ed84cba68,0xe592427a0aece92de3edee1f18e0157c05861564,72769833888580413,291586,740513065435060275,56662,0xc04b8d59,exactInputSingle
20132359,0x156ab280da6e79928d86c00a924614c1e510969655c9ced7c81b2e26c4663f3f,2025-08-13 17:34:29.063277,0x81d4d7a640d54a9e9b0e8b2c55e5ba2e51616bd9ccb82e0fd0b9d306196bd469,124,140,0x6e4141d33021b52c91c28608403db4a0ffb50ec6,0xe592427a0aece92de3edee1f18e0157c05861564,353981958964766475,337274,637909784288509289,296297,0x414bf389,exactInput
20909081,0x571292b9e6d1ec489f5c6963806d0f533e2e3515bad4039c0dbc2062daa38a64,2025-08-13 17:24:58.480912,0xcb19e9c0b2d6de54b389cbdbef314f4b996aa47e6970f3b813a3d9ac79738170,907,130,0xf3fe03cd60d1f138ebc106ce9575475100ebfc9a,0xe592427a0aece92de3edee1f18e0157c05861564,968468834699116746,456816,894564895694416478,54382,0x414bf389,exactInput
20769038,0xe4eba5228b51231073ff6a5d6cf5d31f6d15d5db47713ff30accbe806bc58bfa,2025-08-13 17:29:05.413776,0x927fbff96a6efa6daf3460cf8352fe89eed5c967ff20a31b299036b1a5066805,577,135,0x507888e987257a8dde6f8afa46375cefe2cbf504,0xe592427a0aece92de3edee1f18e0157c05861564,922636950513901795,379527,621951815804637849,110404,0xc04b8d59,exactInputSingle
20993172,0x34cfdf7855838f918b673cfb717d8b286cba87dfc53e7f323be9dd178d32455d,2025-08-13 17:24:47.062496,0xfc8472b6bf91a963119e64047c5dd25aa45c40f7c72e4979b13be98723c4828b,697,42,0x1f2f10d1c40777ae1da742455c65828ff36df387,0xe592427a0aece92de3edee1f18e0157c05861564,825590913354456331,179718,702896528651335656,161153,0x414bf389,exactInput
20291945,0xe9672cc128d1c7ef4c30d698374dd449c33f9bb3ab08fe0756a3955f0fb38c5b,2025-08-13 17:34:24.785392,0x1cfea756310c194dc0141406053a8e5019b49b0e9dbfcd362b14114836432d4b,400,133,0x5f9ecf757137d5ef4330ab72d18163c2f221befd,0xe592427a0aece92de3edee1f18e0157c05861564,549419934104186981,345368,156935530398103787,239149,0x5ae401dc,multicall
20000370,0x5af65eb033246c0c4704fce3d122034275ee6a937a674ba49023ab62680be716,2025-08-13 17:31:17.005562,0x406d64a20f7cb4ed85d69847ea870d7f1a5e700a33c02892461e1208de5262c4,214,187,0x8331f9acce69b02c281f40a00706f758665cce77,0xe592427a0aece92de3edee1f18e0157c05861564,68278577155196529,495926,161758658792335592,87694,0x5ae401dc,multicall
20862392,0x1ef9624774d76458559dffb249a34ef6243a7eb5a2bc26c4eb01dda77c046294,2025-08-13 17:34:26.908408,0x2417d9e25ed0be1773cb1c006e4137a31775c64d241e05745f6712ec95c07232,249,100,0x75ab076a00d76478e5fcc21cfd95113802f06d23,0xe592427a0aece92de3edee1f18e0157c05861564,483084807398870337,304996,222941933285268183,115161,0x5ae401dc,multicall
20073957,0x7d3ea42ac09097ef47f33fddb86326ea7c0c9cbc67bbe14affcb2516beaecb12,2025-08-13 17:34:10.316062,0x2b4412a9980904593b39822206e149c5ef60e81cc9f2ffb311aec109fda89bd5,412,31,0x40003cf0002d5f00bba0dc0900000000bb0098be,0xe592427a0aece92de3edee1f18e0157c05861564,775129102905530042,179611,511183899897635498,87331,0xc04b8d59,exactInputSingle
20288851,0x8d9a9a5fde244d27b796b4695fe1f340e319acf87aa35091f4bc24c4693e9d63,2025-08-13 17:22:54.753706,0x99e567a9fc2ecc2d40a7aa7c093a9bd9832b21b9cccd7965e1b3e3ce3e6c15b3,319,134,0x50bf20318ce9100ac4374ab4bed5fe4b1f8cc6b3,0xe592427a0aece92de3edee1f18e0157c05861564,724663893565858145,413758,267686670130047232,223125,0x5ae401dc,multicall
20313337,0x66739404cb5c62eb4ed47693c49f8ddca863937fd53156a97ad531c6818194d7,2025-08-13 17:29:16.706826,0xc5586da2d2ea0ff86d57ac48abe199fc0c3a0682f4eb6d43d2a119968c5f95e7,158,18,0xfd0b31d2e955fa55e3fa641fe90e08b677188d35,0xe592427a0aece92de3edee1f18e0157c05861564,313713155317395106,121480,966122212627374749,283600,0x5ae401dc,multicall
20118318,0xbb3f65439448864e209e5129f673c86a82b2602839feb9ae53bc9fc1152a8c63,2025-08-13 17:27:53.655613,0x43866483c0ade4fe9179f137966d560e0ef2466f3603bb744fd431f26bfa2445,727,177,0xddd8ab39ae96e685aad71ac39d36d87500000000,0xe592427a0aece92de3edee1f18e0157c05861564,335623440850118514,217772,118808758682097160,73218,0xc04b8d59,exactInputSingle
20632622,0x4574b040417bdb44ec1c554a3caa9c438d9d33a8f07393507e73bed8863d47fb,2025-08-13 17:33:09.861249,0x544c8cb40d5474f27a61e09aab134778ca26cd716e44153b1629e2f280d19d16,871,170,0x22c3a88cba0c2dc4960fbbcd43df02b74b92da90,0xe592427a0aece92de3edee1f18e0157c05861564,808888627721572765,326742,65315906943557593,217263,0x414bf389,exactInput
20907193,0x564f743023fda068b941b2225d0317b9cbf599b78a980ea65dc5172ba016d0b4,2025-08-13 17:32:53.474000,0x52b4b6345dce7fce5fbcbf609ac19fb457490486e2d554ebb4199c6757c07174,927,64,0x0c0435519ac226010638a61fd1d1bc652b5434de,0xe592427a0aece92de3edee1f18e0157c05861564,483818158817160810,449688,289670453213154507,143496,0x414bf389,exactInput
20013554,0x4954b199adb1a6fbbe9788e1d59802fcb2f45250e41342edb335f5745ecbe1a8,2025-08-13 17:32:27.313872,0x826d7c3a507f17edc7275f38b6846a414a5a1b51a95b958e72375da7befe4cbc,507,56,0x9a6fae683549309386b633275a4f6933a022a092,0xe592427a0aece92de3edee1f18e0157c05861564,767417396738349867,239331,952613876477020625,235736,0x5ae401dc,multicall
20587905,0xe44d6f947d7bf1dbce8e2e708ce5c4536c20e6ea39cc76018cbb089ca3fbbf49,2025-08-13 17:29:34.246459,0x7c76cd6521164e698d045715369a52b94ae2ad129cc53a8de2f8785ccc842e05,892,170,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xe592427a0aece92de3edee1f18e0157c05861564,693669417854641515,156517,966385314630959759,258037,0xc04b8d59,exactInputSingle
20103365,0xa0fa7e1e8fe8d61ac87e255874f2f2d2b458dd3c80584af6dbbbbc978091d50e,2025-08-13 17:24:11.580822,0x9ee4add83433204647f5905423b72f8716038fc9ca82b3825d0e3b78949a3af4,370,148,0x3e9ba86f0ec034457eb9e0061ae13d29d8a40b12,0xe592427a0aece92de3edee1f18e0157c05861564,939957928163344828,306435,858130754679116706,60450,0x5ae401dc,multicall
20678521,0x3bd0b3b68e0bd206d031c9541edecf835accf71ff224623073b57b858f0922b4,2025-08-13 17:33:00.607784,0x8e332c4b199498090e1222eb6cd39d431dcb315e0f640bd43afa6487ea510a9f,536,9,0x22cb7c436decc35542c8599c7f0b6a0b7c609371,0xe592427a0aece92de3edee1f18e0157c05861564,928356136550878266,429314,896547240094131300,163193,0xc04b8d59,exactInputSingle
20952192,0x2cc5a998180ad021a63df2dab429a8da12653c3267efaa9ae17313f8bc553d62,2025-08-13 17:29:35.189598,0xd8932179174d07cc9b659d37e6cbe9a5b2683a6b29c53e10d3286f70edb268f5,969,84,0xdf31a70a21a1931e02033dbba7deace6c45cfd0f,0xe592427a0aece92de3edee1f18e0157c05861564,924522275221422953,114876,526450672636152570,272672,0x5ae401dc,multicall
20376007,0x4d0913ae1458d77ef77656313358e94fea5fcc31da74eee1318c68cc9be6c5c9,2025-08-13 17:26:54.715802,0x3c61de088504c2f343452ec623a63b401c5b800ebd18a4a099e3b8966f2c3d3f,255,70,0x6088d94c5a40cecd3ae2d4e0710ca687b91c61d0,0xe592427a0aece92de3edee1f18e0157c05861564,55108625661768874,270137,806012523720978193,216410,0x5ae401dc,multicall
20805947,0x3be7f4b8b3893042ad3caaa00b30a0f69be0be5fe43b76eb0b2369a941a18014,2025-08-13 17:25:17.754333,0x3c0cb98de1f7cd27e8476e5be74c920407413f7ad9f918a9e85dc02a0b70149d,561,165,0x111111125421ca6dc452d289314280a0f8842a65,0xe592427a0aece92de3edee1f18e0157c05861564,462691465565230076,494956,900395056644793969,263770,0x414bf389,exactInput
20885752,0xfa23a88f8a45d55f090887cd615e51ca4a18dd62652a6190ab6a823468653547,2025-08-13 17:23:50.986008,0x11a9de5de48c67f8d130f3d99ac54284ca0676b11256c81e877bc4f587f088a5,552,189,0xd4bc53434c5e12cb41381a556c3c47e1a86e80e3,0xe592427a0aece92de3edee1f18e0157c05861564,955406581477433787,260345,104261554981823631,217628,0x5ae401dc,multicall
20328124,0x5aa6b25d58cb31821d2c3f982dadb6f0b72eabb2f7bf4f0428c3162b713732c1,2025-08-13 17:30:27.422003,0xc02c1c02db29ef522ed8ebb5662460a98df25b600248be5bf1ef48a3346c2b25,208,67,0xddd8ab39ae96e685aad71ac39d36d87500000000,0xe592427a0aece92de3edee1f18e0157c05861564,388535984486122920,329517,416738714483205242,247858,0x414bf389,exactInput
20176730,0x8c8fedf5b827e6221463fb5242991c9667fc43b644583be41d8ed75a7c6e2d91,2025-08-13 17:24:07.266034,0x58ebf97db55ec2fa4c3153a49c0895390114536fd5d4b19c35b7ee2d54b7a658,931,129,0xfbeedcfe378866dab6abbafd8b2986f5c1768737,0xe592427a0aece92de3edee1f18e0157c05861564,872497069579043154,393559,205114082156991402,154325,0xc04b8d59,exactInputSingle
20729427,0x34ebec26a41457fd5ef7cb839eacee9ad5ed3b7dfe49fc562e1667dde6af2930,2025-08-13 17:23:54.221845,0x7407a5068b4da7eb7a011c84f94b48fae09ca1c6856013bc21afa277d7d8e106,937,169,0x22cb7c436decc35542c8599c7f0b6a0b7c609371,0xe592427a0aece92de3edee1f18e0157c05861564,303644991667460959,176423,392182332684974936,189677,0x5ae401dc,multicall
20416029,0x288a7467020454cd1d91fac9bb90acd499d6a125eb9d7323e9a4a5281a14ec31,2025-08-13 17:27:24.372916,0x74924647b37652eee8e3bf6e52638444b99da7944254f97d87229152c192e358,754,75,0x8331f9acce69b02c281f40a00706f758665cce77,0xe592427a0aece92de3edee1f18e0157c05861564,373357826607403480,217872,952467700106712288,60688,0x414bf389,exactInput
20574606,0x8654d91a295622c9d7630254309ce60c07425701c71a297ed033843ec2840860,2025-08-13 17:34:41.727642,0x270ec6ede683f47a1b71f89d0b3d47da430d56f1d852c27cb6d2eff802e9cf8c,230,177,0x1f2f10d1c40777ae1da742455c65828ff36df387,0xe592427a0aece92de3edee1f18e0157c05861564,507695784243768105,439683,248994265250326972,88109,0x414bf389,exactInput
20311210,0xb0ad55680160915a0d599b0c24286dd8cb92439ed67306c4b220e0fe94f57f5c,2025-08-13 17:23:01.957247,0xb6e76b91a419d74cefa844e2ba3c7be32419bba7ca0828a688eaec9e85639759,859,112,0x5f9ecf757137d5ef4330ab72d18163c2f221befd,0xe592427a0aece92de3edee1f18e0157c05861564,635520480612918329,397840,475376705952898834,98773,0xc04b8d59,exactInputSingle
20609113,0xfb527f6ed7b056a905bba2f84362a64eb7317203504ba9c8fd5a27ba287a29fb,2025-08-13 17:29:41.328942,0xac2c689d59c96dbf121eb2547446860cdb0966ef21bde1513e615ff492c618b4,397,191,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0xe592427a0aece92de3edee1f18e0157c05861564,918644772655942941,290824,924326367263727348,119089,0x5ae401dc,multicall
20388212,0x9ef463f5952d15ec646b3384402917085f350d2db33fd8c9e522ad68fa1e773f,2025-08-13 17:33:53.364199,0x8530b692febbea0eda1dd2095d236f4c8c1eec7ebb33e9814f63c5b3f712a09e,554,91,0x1111111254eeb25477b68fb85ed929f73a960582,0xe592427a0aece92de3edee1f18e0157c05861564,799204112645584170,170512,991448736866714650,266910,0xc04b8d59,exactInputSingle
20258888,0xb0152d23d94ddc7efb453a48ce82b0ab89b36c055f0b4b9375a98f70d717b931,2025-08-13 17:29:43.850097,0x9209069e877f1907fd600c64cfe92a70a3cd10c4572948da7be1ed4b1add6be5,940,200,0x15aa641a0e5f1c928c6ade1437f8e46359af9fa5,0xe592427a0aece92de3edee1f18e0157c05861564,548488234642353836,380682,120834960144421882,261616,0xc04b8d59,exactInputSingle
20238891,0xbf9345b4a8d5b114c5d35e667cfeb10fe3e635f79071d7e74ba26352f5f16807,2025-08-13 17:31:23.646466,0xf2101d4fa129dfc30b74fdf0333191a2e04952879f1adbf279d467175127cc5a,568,57,0x73886296088814b7606ea1a82043fbe4aebbdaec,0xe592427a0aece92de3edee1f18e0157c05861564,662075725299707357,127892,713434679758094563,164785,0x5ae401dc,multicall
20619774,0xc198148859d293dbf0fe8d048fc65888a5a6d9f4fb5ee755b13b90185ca92613,2025-08-13 17:34:13.278088,0x84354a79a71e3abf9760f205eff54e2ffb08c80190bfb667417f66bfaefb8dd6,574,114,0xfbeedcfe378866dab6abbafd8b2986f5c1768737,0xe592427a0aece92de3edee1f18e0157c05861564,66345745593702227,282244,170494181161792746,66718,0xc04b8d59,exactInputSingle
20371628,0xe87c46abbea45ecf8c68ca95e889dff7d20e653b4bafc74cea2b4cd6bf8cbba3,2025-08-13 17:31:24.585532,0x8d669e859abcfb8307df484d4ad8d8bad89347f3a7e991d453c19fdeda77f2d8,971,186,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0xe592427a0aece92de3edee1f18e0157c05861564,689145587520457183,357325,811907868728339057,250373,0x414bf389,exactInput
20415494,0x8cb34f40bc9844efdd6a713e06afacec1b57eedd0c8e685d16e6331ddd124c58,2025-08-13 17:28:12.520441,0x9dc832944965ab06c7e266027762840fbe8130fb6bbd1d73111caa122fd3308e,691,77,0x1631cc3d0513f7bcd0da584106825443b7911060,0xe592427a0aece92de3edee1f18e0157c05861564,657000808965559876,366314,469402774754911499,87809,0xc04b8d59,exactInputSingle
20714417,0xc40825d2bab88464c69fbb08c900ff2b2e3b8d1a5a8011d38f2d6c4d471c5ece,2025-08-13 17:33:08.168532,0xa808b21bed62b61ca033bb251916a4b3892f83c1b7cbcfe65a43cfc127b52bb7,55,182,0x6f695daf43d38209f2c86ea7dcc8f4b8406ff1de,0xe592427a0aece92de3edee1f18e0157c05861564,137985542123092099,137231,73358938405345220,188876,0x5ae401dc,multicall
20765859,0x9a821536d783b3062e2d30a09e149f2f8192ae60d0c68edd48a686d3496aaddb,2025-08-13 17:25:07.125654,0x4a7ad55ea036cb66105e48725eba974ef4bc30e25746c895edf46f6416d0a0e6,793,194,0x83f81878bf60614266844a77a497c8cab01ab1bb,0xe592427a0aece92de3edee1f18e0157c05861564,208953302160966816,115459,840095992770558289,81326,0x5ae401dc,multicall
20093434,0x3b1af7b9e3fe710b2e0f5362a8fa6fe45fbcd8fa6e58c4bb6a4d80fa1469ffb5,2025-08-13 17:27:37.559806,0xda7604e3b07791e3019f540939db9625e7c5b0c0c46da502423b74c3c39b1b0b,702,99,0x2face000aed2725515d21e5dea730852e82b38c5,0xe592427a0aece92de3edee1f18e0157c05861564,802911895305340054,348726,976830664564286920,139992,0x414bf389,exactInput
20100519,0x9b83dd74119d99828b8366b40dfde87b2f2a3c59c18fe6872e1a804f6322b82f,2025-08-13 17:24:54.735884,0xd048d54f750fa49e74e5527e4e80f449c701b0ac9e61f43bb7b853cae5aa8bc1,259,127,0x2e1dee213ba8d7af0934c49a23187babeaca8764,0xe592427a0aece92de3edee1f18e0157c05861564,300342472481947153,310463,261298368971917797,142065,0xc04b8d59,exactInputSingle
20663756,0x7392bbe544f22946dcd9aa2e555b804643ee35807951ce1dd8197ba463ef5b17,2025-08-13 17:28:12.243795,0x7f9aa2e7f9ef914819b5b015265096a08465a4c5930c1e20a1e48c75e02580d6,264,5,0x3e9ba86f0ec034457eb9e0061ae13d29d8a40b12,0xe592427a0aece92de3edee1f18e0157c05861564,68190927568500554,457936,110092847761414539,94174,0x414bf389,exactInput
20554823,0x810a3b925bb8396a576ade558af22ddf2f99e58a9bc601b399db31da1d8c42fe,2025-08-13 17:26:42.338958,0x93a2f2c2e297b57b627ac6181c5ec1af7f9642ead959afe1b156d0b8f8d5a2b3,820,145,0x5b93d80da1a359340d1f339fb574bdc56763f995,0xe592427a0aece92de3edee1f18e0157c05861564,990773038955184330,136379,198755552371953584,99409,0xc04b8d59,exactInputSingle
20651031,0x3ab7daa06111659a1dcfc9ae7c62ce8bdbfd2cb160accba1a0e8250a5f1ecafa,2025-08-13 17:29:12.354075,0xe7494b28bdbe46386008b011a29e6474eeb486a5bd3e38fcc9136907bf1b244c,100,174,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xe592427a0aece92de3edee1f18e0157c05861564,431386680994767748,400933,814386356958288030,271766,0x414bf389,exactInput
20531972,0xdd73cdcce37c5b2e30052ef57ee4272f5b5faac70a53012e66d326da84b4662d,2025-08-13 17:32:36.676723,0xe7a25510631912dd9afcc9a37169395881c24ef309eed37e96440eb01ee183bc,40,137,0x7d0ccaa3fac1e5a943c5168b6ced828691b46b36,0xe592427a0aece92de3edee1f18e0157c05861564,124256029349984240,283004,208006361000573510,204692,0xc04b8d59,exactInputSingle
20175516,0xaa41d334db76a74a4920f40de029803fccdcb2fea2d669d1c238918507c5d99a,2025-08-13 17:28:45.308756,0xd7e0e1da3364668772e54bb3c724d5383fb983ef9a05cd11226d01181dbf6bdc,628,86,0x24e13738835abe0207eefda24c866a8f721d2da8,0xe592427a0aece92de3edee1f18e0157c05861564,759184977349388112,387299,448308733878578451,255537,0x5ae401dc,multicall
20989867,0x5e7823957bfca195308d4cf6a287a0ee6a0f60c743cf1e3b0b7076dbadeb8850,2025-08-13 17:29:26.212528,0xe647e02903f7ac3f8eae3a61ff5cbfbc6ae53cd9ef348328c9bd623c2801d3b5,375,36,0x6aa7a8539543210563af6cf575cc5079b194d0c8,0xe592427a0aece92de3edee1f18e0157c05861564,942611911027715372,357303,915481884498188799,155980,0x414bf389,exactInput
20375727,0x0d8c06240f45c06f57cdc84567fab5aa47cf76de39423202c6db6a72ea540520,2025-08-13 17:34:34.288855,0xdb6eda3684d3146d8b7145f0b420ea162282bb0d54e77bf30562ceaf612e7e21,864,168,0x9a6fae683549309386b633275a4f6933a022a092,0xe592427a0aece92de3edee1f18e0157c05861564,977417059573541770,372547,764977940741194753,221652,0x5ae401dc,multicall
20956161,0xe4159b1966cd9be2c0e51992c5c56eab5400ded0d7a7f521de41d2eae6410e3a,2025-08-13 17:29:41.062491,0xe6c19cf55f6e76836f389ab4a82f3a90c0aafd7c5a84c99927f41c64c2b21827,404,193,0x55877bd7f2ee37bde55ca4b271a3631f3a7ef121,0xe592427a0aece92de3edee1f18e0157c05861564,231658925117188164,248143,156192810286648266,167415,0x414bf389,exactInput
20307189,0xffa1eef3303dcce5dca3c3b8dbb0121098e53cf8fb4f85d488184c9c3b6fa6ec,2025-08-13 17:27:53.949824,0x7b90d625c20df2504a119904f771f68c87b4a5a0f12cfaf9f13d745007bb7d5e,85,125,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0xe592427a0aece92de3edee1f18e0157c05861564,120271043586809248,268566,558134473859338409,209819,0x5ae401dc,multicall
20320756,0xcbb2487ddac9af87eb10f74cdaf7cf9b816095f211bb18eec6b41844c128daf6,2025-08-13 17:32:13.179174,0x4bb167641032e24817e8a4c40ca02c4ca9a6545d567c2305aeda8d3ee88ca532,701,178,0xe592427a0aece92de3edee1f18e0157c05861564,0xe592427a0aece92de3edee1f18e0157c05861564,958374306001028705,121827,354085050954795007,283856,0xc04b8d59,exactInputSingle
20784179,0x833eff482c4ece571fb34d33f6a00d3a310c9d31caff95be3c83256964c5a604,2025-08-13 17:29:17.806663,0x0e4b9cafb8ed9509f124053cb09cfdd894b390ab388b882d631fd3624fdd738a,757,12,0x8170832e879064441f5beeab731c1ccd5facdca9,0xe592427a0aece92de3edee1f18e0157c05861564,54426590199191321,258830,217024803199234010,142213,0xc04b8d59,exactInputSingle
20054982,0x322fd70e0f83c6cbd1726e6605e1e6b34084efaa076a106b71b96ed6a71918ee,2025-08-13 17:30:59.599068,0x33a84adc6383d5a347d8ee29437779148393c1b385106ff28fa241f592ef2366,521,134,0x83f81878bf60614266844a77a497c8cab01ab1bb,0xe592427a0aece92de3edee1f18e0157c05861564,427530878009026204,457110,51559462893810744,288724,0x414bf389,exactInput
20103442,0x23a3cf279f88b54e2e56dd8d47ef720604ec5300f8d230264b9b9ab20c9c9f1d,2025-08-13 17:25:00.707883,0x3c62b7620443263a0e200ce49eddf6874eb4f5e21f956b5736b725e04923317f,328,18,0x2905d7e4d048d29954f81b02171dd313f457a4a4,0xe592427a0aece92de3edee1f18e0157c05861564,238351462781573933,399444,706760541872156123,54087,0x414bf389,exactInput
20966877,0x10c5b3937e85fc0e17986ae3388ed586f429b0dc9e636058ed9e6df99f3bb153,2025-08-13 17:33:35.230903,0x2fb1e5be3137843dd4ffad90a96d1b2cb4b3540bfb4c14d25e497b887f7f7cb4,298,1,0x6aa7a8539543210563af6cf575cc5079b194d0c8,0xe592427a0aece92de3edee1f18e0157c05861564,938060451287869996,273408,204133689068392044,152214,0x414bf389,exactInput
20389843,0xadb6879d22d58ba4151d9848412463da7766ec6c944806708e7860e11309a5d3,2025-08-13 17:27:36.410289,0xb9ce5f129f0b9f8b27711829c0c95f85162409eba27241dc4601e79208fe80ff,614,63,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0xe592427a0aece92de3edee1f18e0157c05861564,784442853211195392,399127,995828316687083060,286476,0xc04b8d59,exactInputSingle
20324785,0x88f17032504e85e623e4d9332b82e5fe7525bb0f47bdb07117113b4532367097,2025-08-13 17:33:19.650353,0x6e454eea12ae8c752ce210da21b4fe71b6877877d50063866acf5fd0b56cdbef,280,104,0x5141b82f5ffda4c6fe1e372978f1c5427640a190,0xe592427a0aece92de3edee1f18e0157c05861564,949494177169119275,316866,320612112900980488,270891,0x414bf389,exactInput
20856397,0x3760146d152de9f80244b569c3249b764645754501ec84245935d2ba88e91053,2025-08-13 17:25:49.466348,0xa3bd880baec2c52c1c11c77e6c3e5383c78c6b6a7be219cb4add5b0dae1e16a1,710,101,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,0xe592427a0aece92de3edee1f18e0157c05861564,884436766846430206,335472,764344334443715571,230748,0x414bf389,exactInput
20073950,0xeb181f791d2d39ff15b07e2243eebb77e71c4a98b5e42ff5e19434125a401ac4,2025-08-13 17:24:10.000449,0xbf766688cc6900bbbbafff1cf02488dde7d77438ad57895a1ffcbedc00013ca9,501,17,0x9c9a6973cc4573eaee986b7470097a8e932b9ec6,0xe592427a0aece92de3edee1f18e0157c05861564,377441788408160618,187748,853269071710664109,117239,0xc04b8d59,exactInputSingle
20749756,0xbca885bb4378b974c605f1fc974958a0a890c94e138b905acec86d89ea615277,2025-08-13 17:27:33.707267,0xb0f85dc6b209f816126cd34ddbb26f86252709f338969d546dacdcfdb90c5f8b,292,145,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0xe592427a0aece92de3edee1f18e0157c05861564,877360913077117598,162600,948713138276228423,282154,0x414bf389,exactInput
20996366,0x5419084a75971bc7c31b61afe3749c519a944b2c2037e18bf1d06f084d889a43,2025-08-13 17:32:56.447093,0x56bf8b2ad6f207e4e0863a745d31e43b18153eb9375d64a479aee27f0486889c,531,9,0x7882570840a97a490a37bd8db9e1ae39165bfbd6,0xe592427a0aece92de3edee1f18e0157c05861564,126064928645967630,158409,43847048228980205,268390,0x5ae401dc,multicall
20193439,0x0c054d9d498c9ba5b115b779fa0cdab77738d9c9f4332f85931978931aaec7cd,2025-08-13 17:31:06.404090,0xbe71f20a3cca06c29c554cc22e0e87db141e7f2f3f903d6adb9303bba6be9e30,447,157,0x70b9593b0929dd6f2bc29eaadfcbee92d4abf1fd,0xe592427a0aece92de3edee1f18e0157c05861564,851255368828314097,174846,688295840959382294,251621,0x414bf389,exactInput
20695076,0x014b88ee78f0c0c5182fd9ff51453b47abad58ed9a68cb1f26d352277f75e056,2025-08-13 17:31:59.088930,0x2de9d47440c91800bc8d029fd8d23d599c2508634700450b762c6640f2ad1210,216,185,0x90ecf3d15129e4ef4c106b16bdf9e7e9110102ee,0xe592427a0aece92de3edee1f18e0157c05861564,655783313775245216,107450,176063255841704844,139482,0x5ae401dc,multicall
20966619,0xa37bcbb05bbfa7dbd3a6c7a3c137ce482522387ec88dee245a393b9e91ac09e4,2025-08-13 17:28:19.665507,0xb6e77bd6ffe5ac57fbd4918c73879ea0d3b23fdbca0ee9105ab560e2f2614a84,58,100,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xe592427a0aece92de3edee1f18e0157c05861564,582910883902244240,133370,212095086295766085,214420,0x414bf389,exactInput
20352204,0x80a15e77c515d737511b48d1164d29f093a49b17d7a7fe34ddf697f673304a36,2025-08-13 17:28:02.987547,0x9fe99461098469a9eb77320f0599ade0e367b9218a097689cd5e8ae9597ff608,72,62,0x3e9ba86f0ec034457eb9e0061ae13d29d8a40b12,0xe592427a0aece92de3edee1f18e0157c05861564,331818347946540124,391951,165286805851636218,193425,0x5ae401dc,multicall
